iso3,gwcode,country_name,capital_name,capital_name_normalized,valid_from,valid_until,capital_longitude,capital_latitude,iso3_source,source_rows_merged,cshapes_status,cshapes_version,reference_source,source_url,methodological_note,source_file_sha256
ITA,325,Italy/Sardinia,Rome,rome,1993-01-01,2020-12-31,12.4833,41.9,country_converter,2,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
JAM,51,Jamaica,Kingston,kingston,1993-01-01,2020-12-31,-76.8,18.0,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
JOR,663,Jordan,Amman,amman,1993-01-01,2020-12-31,35.9333,31.95,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
JPN,740,Japan,Tokyo,tokyo,1993-01-01,2020-12-31,139.751,35.685,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
KAZ,705,Kazakhstan,Almaty,almaty,1993-01-01,1997-12-09,76.915,43.325,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
KAZ,705,Kazakhstan,Astana,astana,1997-12-10,2020-12-31,71.4278,51.1811,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
KEN,501,Kenya,Nairobi,nairobi,1993-01-01,2020-12-31,36.8167,-1.28333,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
KGZ,703,Kyrgyz Republic,Bishkek,bishkek,1993-01-01,2020-12-31,74.6003,42.8731,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
KHM,811,Cambodia (Kampuchea),Phnom Penh,phnom penh,1993-01-01,2020-12-31,104.917,11.55,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
KOR,732,"Korea, Republic of",Seoul,seoul,1993-01-01,2020-12-31,127.0,37.5664,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
KWT,690,Kuwait,Kuwait,kuwait,1993-01-01,2020-12-31,47.9783,29.3697,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
LAO,812,Laos,Vientiane,vientiane,1993-01-01,2020-12-31,102.6,17.9667,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
LBN,660,Lebanon,Beirut,beirut,1993-01-01,2020-12-31,35.5097,33.8719,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
LBR,450,Liberia,Monrovia,monrovia,1993-01-01,2020-12-31,-10.8047,6.31056,country_converter,2,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
LBY,620,Libya,Tripoli,tripoli,1993-01-01,2020-12-31,13.18,32.8925,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
LKA,780,Sri Lanka (Ceylon),Colombo,colombo,1993-01-01,2020-12-31,79.8478,6.93194,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
LSO,570,Lesotho,Maseru,maseru,1993-01-01,2020-12-31,27.4833,-29.3167,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
LTU,368,Lithuania,Vilnius,vilnius,1993-01-01,2020-12-31,25.3167,54.6833,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
LUX,212,Luxembourg,Luxembourg,luxembourg,1993-01-01,2020-12-31,6.13,49.6117,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
LVA,367,Latvia,Riga,riga,1993-01-01,2020-12-31,24.1333,56.9667,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
MAR,600,Morocco,Rabat,rabat,1993-01-01,2020-12-31,-6.83,34.02,country_converter,5,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
MDA,359,Moldova,Chisinau,chisinau,1993-01-01,2020-12-31,28.8575,47.0056,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
MDG,580,Madagascar (Malagasy),Antananarivo,antananarivo,1993-01-01,2020-12-31,47.5167,-18.9167,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
MDV,781,Maldives,Male,male,1993-01-01,2020-12-31,73.5,4.16667,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
MEX,70,Mexico,Mexico City,mexico city,1993-01-01,2020-12-31,-99.1386,19.4342,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
MKD,343,Macedonia (FYROM/North Macedonia),Skopje,skopje,1993-01-01,2020-12-31,21.428,41.9973,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
MLI,432,Mali,Bamako,bamako,1993-01-01,2020-12-31,-7.97491,12.6177,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
MLT,338,Malta,Valletta,valletta,1993-01-01,2020-12-31,14.5147,35.8997,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
MMR,775,Myanmar (Burma),Rangoon,rangoon,1993-01-01,2005-11-05,96.1667,16.7833,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
MMR,775,Myanmar (Burma),Naypyidaw,naypyidaw,2005-11-06,2020-12-31,96.1186,19.7666,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
MNE,341,Montenegro,Podgorica,podgorica,2006-06-12,2020-12-31,19.2636,42.4411,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
MNG,712,Mongolia,Ulan Bator,ulan bator,1993-01-01,2020-12-31,106.917,47.9167,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
MOZ,541,Mozambique,Maputo,maputo,1993-01-01,2020-12-31,32.5892,-25.9653,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
MRT,435,Mauritania,Nouakchott,nouakchott,1993-01-01,2020-12-31,-16.0274,18.1194,country_converter,3,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
MUS,590,Mauritius,Port Louis,port louis,1993-01-01,2020-12-31,57.4989,-20.1619,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
MWI,553,Malawi,Lilongwe,lilongwe,1993-01-01,2020-12-31,33.7833,-13.9833,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
MYS,820,Malaysia,Kuala Lumpur,kuala lumpur,1993-01-01,2020-12-31,101.7,3.16667,country_converter,3,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
NAM,565,Namibia,Windhoek,windhoek,1993-01-01,2020-12-31,17.0836,-22.57,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
NER,436,Niger,Niamey,niamey,1993-01-01,2020-12-31,2.11667,13.5167,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
NGA,475,Nigeria,Abuja,abuja,1993-01-01,2020-12-31,7.53333,9.08333,country_converter,2,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
NIC,93,Nicaragua,Managua,managua,1993-01-01,2020-12-31,-86.2683,12.1508,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
NLD,210,Netherlands,Amsterdam,amsterdam,1993-01-01,2020-12-31,4.91667,52.35,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
NOR,385,Norway,Oslo,oslo,1993-01-01,2020-12-31,10.7522,59.9139,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
NPL,790,Nepal,Kathmandu,kathmandu,1993-01-01,2020-12-31,85.3167,27.7167,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
NZL,920,New Zealand,Wellington,wellington,1993-01-01,2020-12-31,174.783,-41.3,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
OMN,698,Oman,Masqat,masqat,1993-01-01,2020-12-31,58.5933,23.6133,country_converter,2,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
PAK,770,Pakistan,Islamabad,islamabad,1993-01-01,2020-12-31,73.1667,33.7,country_converter,2,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
PAN,95,Panama,Panama City,panama city,1993-01-01,2020-12-31,-79.5333,8.96667,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
PER,135,Peru,Lima,lima,1993-01-01,2020-12-31,-77.05,-12.05,country_converter,4,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
PHL,840,Philippines,Manila,manila,1993-01-01,2020-12-31,120.982,14.6042,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
PNG,910,Papua New Guinea,Port Moresby,port moresby,1993-01-01,2020-12-31,147.193,-9.46472,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
POL,290,Poland,Warsaw,warsaw,1993-01-01,2020-12-31,21.0,52.25,country_converter,6,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
PRK,731,"Korea, People's Republic of",Pyongyang,pyongyang,1993-01-01,2020-12-31,125.755,39.0194,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
PRT,235,Portugal,Lisbon,lisbon,1993-01-01,2020-12-31,-9.13333,38.7167,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
PRY,150,Paraguay,Asuncion,asuncion,1993-01-01,2020-12-31,-57.6667,-25.2667,country_converter,2,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
PSE,,West Bank and Gaza Strip,Jerusalem,jerusalem,1993-01-01,2020-12-31,35.2137,31.7683,manual_reference,1,not_in_cshapes_independent_states,2.1,manual_official_designation,https://data.un.org/CountryProfile.aspx?crName=State%20of%20Palestine,Manual addition because CShapes excludes PSE from independent states. Operationalized as Jerusalem; the State of Palestine designates East Jerusalem as its capital. Ramallah is not treated as the capital in the main specification.,
QAT,694,Qatar,Doha,doha,1993-01-01,2020-12-31,51.5333,25.2867,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
ROU,360,Rumania,Bukarest,bukarest,1993-01-01,2020-12-31,26.1,44.4333,country_converter,7,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
RUS,365,Russia (Soviet Union),Moscow,moscow,1993-01-01,2020-12-31,37.6156,55.7522,country_converter,18,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
RWA,517,Rwanda,Kigali,kigali,1993-01-01,2020-12-31,30.0606,-1.95361,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
SAU,670,Saudi Arabia,Riyadh,riyadh,1993-01-01,2020-12-31,46.7728,24.6408,country_converter,3,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
SDN,625,Sudan,Khartoum,khartoum,1993-01-01,2020-12-31,32.5342,15.5881,country_converter,2,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
SEN,433,Senegal,Dakar,dakar,1993-01-01,2020-12-31,-17.4553,14.7089,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
SGP,830,Singapore,Singapore City,singapore city,1993-01-01,2020-12-31,103.856,1.29306,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
SLB,940,Solomon Islands,Honiara,honiara,1993-01-01,2020-12-31,159.95,-9.43333,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
SLE,451,Sierra Leone,Freetown,freetown,1993-01-01,2020-12-31,-13.2342,8.49,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
SLV,92,El Salvador,San Salvador,san salvador,1993-01-01,2020-12-31,-89.2031,13.7086,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
SOM,520,Somalia,Mogadishu,mogadishu,1993-01-01,2020-12-31,45.3667,2.06667,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
SRB,340,Serbia,Belgrade,belgrade,2006-06-06,2020-12-31,20.4681,44.8186,country_converter,2,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
SSD,626,South Sudan,Juba,juba,2011-07-09,2020-12-31,31.6,4.85,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
SUR,115,Surinam,Paramaribo,paramaribo,1993-01-01,2020-12-31,-55.1667,5.83333,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
SVK,317,Slovakia,Bratislava,bratislava,1993-01-01,2020-12-31,17.1167,48.15,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
SVN,349,Slovenia,Ljubljana,ljubljana,1993-01-01,2020-12-31,14.5144,46.0553,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
SWE,380,Sweden,Stockholm,stockholm,1993-01-01,2020-12-31,18.0745,59.3399,country_converter,2,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
SWZ,572,Swaziland (Eswatini),Mbabane,mbabane,1993-01-01,2020-12-31,31.1333,-26.3167,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
SYR,652,Syria,Damascus,damascus,1993-01-01,2020-12-31,36.3,33.5,country_converter,2,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
TCD,483,Chad,N'Djamena,n djamena,1993-01-01,2020-12-31,15.2167,11.7167,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
TGO,461,Togo,Lome,lome,1993-01-01,2020-12-31,1.23136,6.1725,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
THA,800,Thailand,Bangkok,bangkok,1993-01-01,2020-12-31,100.517,13.75,country_converter,5,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
TJK,702,Tajikistan,Dushanbe,dushanbe,1993-01-01,2020-12-31,68.7739,38.56,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
TKM,701,Turkmenistan,Ashgabat,ashgabat,1993-01-01,2020-12-31,58.3833,37.95,country_converter,1,independent,2.1,cshapes_2_1,https://icr.ethz.ch/data/cshapes/CShapes-2.1.csv,Independent-state capital period from CShapes 2.1.,2c206c6ad079d3fdabaf0fce2eeb1ea71c3c794ecfa8e9abc12f8f4542b78f38
