ISO3,year,v2x_libdem,v2cltort,v2clkill,v2x_accountability,v2x_clphy,v2x_rule,v2xcl_prpty
MNG,2022,0.462,1.208,3.033,0.877,0.922,0.545,0.857
MNG,2023,0.412,1.208,3.033,0.793,0.922,0.49,0.857
MNG,2024,0.385,0.394,1.792,0.743,0.765,0.516,0.857
MNG,2025,0.424,0.394,2.734,0.882,0.852,0.483,0.803
MAR,1789,,-1.777,-1.934,,0.102,0.126,0.079
MAR,1790,,-2.396,-2.548,,0.046,0.126,0.079
MAR,1791,,-2.396,-2.548,,0.046,0.126,0.079
MAR,1792,,-2.396,-2.548,,0.046,0.126,0.079
MAR,1793,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1794,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1795,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1796,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1797,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1798,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1799,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1800,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1801,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1802,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1803,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1804,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1805,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1806,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1807,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1808,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1809,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1810,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1811,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1812,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1813,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1814,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1815,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1816,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1817,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1818,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1819,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1820,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1821,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1822,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1823,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1824,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1825,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1826,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1827,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1828,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1829,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1830,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1831,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1832,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1833,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1834,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1835,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1836,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1837,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1838,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1839,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1840,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1841,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1842,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1843,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1844,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1845,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1846,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1847,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1848,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1849,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1850,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1851,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1852,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1853,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1854,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1855,,-1.846,-1.918,,0.098,0.126,0.079
MAR,1856,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1857,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1858,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1859,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1860,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1861,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1862,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1863,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1864,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1865,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1866,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1867,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1868,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1869,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1870,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1871,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1872,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1873,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1874,,-1.846,-1.918,,0.098,0.126,0.126
MAR,1875,,-1.846,-1.918,,0.098,0.132,0.126
MAR,1876,,-1.846,-1.918,,0.098,0.132,0.126
MAR,1877,,-1.846,-1.918,,0.098,0.132,0.126
MAR,1878,,-1.846,-1.918,,0.098,0.132,0.126
MAR,1879,,-1.846,-1.918,,0.098,0.132,0.126
MAR,1880,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1881,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1882,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1883,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1884,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1885,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1886,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1887,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1888,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1889,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1890,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1891,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1892,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1893,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1894,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1895,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1896,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1897,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1898,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1899,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1900,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1901,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1902,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1903,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1904,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1905,,-1.846,-1.918,,0.098,0.132,0.17
MAR,1906,,-1.846,-1.918,,0.098,0.132,0.407
MAR,1907,,-2.054,-2.195,,0.072,0.132,0.407
MAR,1908,,-2.054,-2.195,,0.072,0.132,0.407
MAR,1909,,-1.801,-2.554,,0.068,0.132,0.407
MAR,1910,,-1.801,-1.869,,0.102,0.134,0.407
MAR,1911,,-1.801,-0.403,,0.222,0.134,0.407
MAR,1912,0.041,-1.111,-0.67,-0.767,0.268,0.155,0.407
MAR,1913,0.043,-1.111,-0.67,-0.739,0.268,0.181,0.44
MAR,1914,0.043,-1.111,-0.67,-0.731,0.268,0.181,0.44
MAR,1915,0.043,-1.111,-0.67,-0.743,0.268,0.187,0.44
MAR,1916,0.044,-1.111,-0.67,-0.736,0.268,0.198,0.44
MAR,1917,0.044,-1.111,-0.67,-0.728,0.268,0.198,0.44
MAR,1918,0.044,-1.111,-0.67,-0.737,0.268,0.198,0.44
MAR,1919,0.044,-1.111,-0.67,-0.711,0.268,0.198,0.47
MAR,1920,0.045,-1.111,-0.788,-0.706,0.255,0.206,0.479
MAR,1921,0.045,-1.111,-0.788,-0.704,0.255,0.206,0.479
MAR,1922,0.045,-1.111,-0.788,-0.707,0.255,0.206,0.479
MAR,1923,0.045,-1.111,-0.788,-0.703,0.255,0.206,0.479
MAR,1924,0.045,-1.111,-0.788,-0.715,0.255,0.206,0.479
MAR,1925,0.045,-1.111,-0.788,-0.68,0.255,0.206,0.479
MAR,1926,0.045,-1.111,-0.788,-0.68,0.255,0.206,0.479
MAR,1927,0.045,-1.111,-0.788,-0.676,0.255,0.206,0.479
MAR,1928,0.045,-1.111,-0.788,-0.683,0.255,0.206,0.479
MAR,1929,0.045,-1.111,-0.788,-0.688,0.255,0.206,0.479
MAR,1930,0.045,-1.111,-0.788,-0.676,0.255,0.206,0.479
MAR,1931,0.045,-1.111,-0.788,-0.678,0.255,0.206,0.479
MAR,1932,0.045,-1.111,-0.788,-0.683,0.255,0.206,0.479
MAR,1933,0.045,-1.111,-0.788,-0.677,0.255,0.206,0.479
MAR,1934,0.045,-1.111,-0.788,-0.698,0.255,0.206,0.479
MAR,1935,0.045,-1.111,-0.788,-0.683,0.255,0.206,0.479
MAR,1936,0.045,-1.111,-0.788,-0.69,0.255,0.206,0.479
MAR,1937,0.045,-1.111,-0.788,-0.671,0.255,0.206,0.479
MAR,1938,0.045,-1.111,-0.788,-0.676,0.255,0.206,0.479
MAR,1939,0.045,-1.111,-0.788,-0.685,0.255,0.206,0.479
MAR,1940,0.045,-1.111,-0.788,-0.672,0.255,0.206,0.479
MAR,1941,0.045,-1.111,-0.788,-0.673,0.255,0.206,0.479
MAR,1942,0.045,-1.111,-0.788,-0.672,0.255,0.206,0.479
MAR,1943,0.045,-1.111,-0.788,-0.639,0.255,0.206,0.479
MAR,1944,0.046,-1.111,-0.788,-0.615,0.255,0.206,0.479
MAR,1945,0.046,-1.111,-0.788,-0.621,0.255,0.206,0.479
MAR,1946,0.046,-1.111,-0.788,-0.611,0.255,0.206,0.479
MAR,1947,0.046,-1.111,-0.788,-0.619,0.255,0.206,0.479
MAR,1948,0.046,-1.111,-0.788,-0.617,0.255,0.206,0.479
MAR,1949,0.046,-1.111,-0.788,-0.617,0.255,0.206,0.479
MAR,1950,0.046,-1.111,-0.788,-0.616,0.255,0.206,0.479
MAR,1951,0.046,-1.111,-0.788,-0.615,0.255,0.206,0.479
MAR,1952,0.046,-1.111,-0.788,-0.614,0.255,0.206,0.479
MAR,1953,0.046,-1.111,-0.788,-0.616,0.255,0.205,0.479
MAR,1954,0.046,-1.111,-0.788,-0.618,0.255,0.205,0.479
MAR,1955,0.045,-1.111,-0.788,-0.619,0.255,0.206,0.479
MAR,1956,0.064,-1.111,-0.788,-0.515,0.255,0.257,0.479
MAR,1957,0.071,-1.167,-1.069,-0.474,0.22,0.229,0.785
MAR,1958,0.072,-1.167,-1.069,-0.474,0.22,0.229,0.785
MAR,1959,0.072,-0.882,-1.069,-0.492,0.254,0.229,0.785
MAR,1960,0.072,-0.882,-1.069,-0.448,0.254,0.229,0.785
MAR,1961,0.077,-0.882,-0.72,-0.47,0.293,0.255,0.785
MAR,1962,0.084,-0.882,-0.72,-0.44,0.293,0.307,0.785
MAR,1963,0.122,-1.449,-1.064,-0.338,0.194,0.306,0.785
MAR,1964,0.137,-1.449,-1.064,-0.342,0.194,0.29,0.785
MAR,1965,0.135,-1.449,-1.064,-0.39,0.194,0.29,0.785
MAR,1966,0.088,-1.449,-1.064,-0.521,0.194,0.29,0.785
MAR,1967,0.088,-1.449,-1.064,-0.527,0.194,0.29,0.785
MAR,1968,0.088,-1.449,-1.064,-0.518,0.194,0.29,0.785
MAR,1969,0.086,-1.449,-1.064,-0.511,0.194,0.284,0.785
MAR,1970,0.112,-1.449,-0.989,-0.466,0.204,0.284,0.785
MAR,1971,0.14,-1.449,-0.989,-0.44,0.204,0.284,0.785
MAR,1972,0.14,-1.449,-0.989,-0.445,0.204,0.284,0.785
MAR,1973,0.138,-1.449,-0.989,-0.453,0.204,0.284,0.785
MAR,1974,0.09,-1.449,-0.989,-0.495,0.204,0.284,0.785
MAR,1975,0.089,-1.449,-0.989,-0.466,0.204,0.284,0.785
MAR,1976,0.09,-1.449,-0.139,-0.473,0.295,0.284,0.785
MAR,1977,0.104,-1.449,-0.139,-0.438,0.295,0.284,0.785
MAR,1978,0.143,-1.449,-0.139,-0.443,0.295,0.284,0.785
MAR,1979,0.145,-1.449,-0.139,-0.416,0.295,0.284,0.785
MAR,1980,0.149,-1.449,-0.139,-0.413,0.295,0.311,0.785
MAR,1981,0.149,-1.293,-0.139,-0.412,0.312,0.311,0.785
MAR,1982,0.149,-1.293,-0.139,-0.418,0.312,0.311,0.785
MAR,1983,0.149,-1.293,-0.139,-0.416,0.312,0.311,0.785
MAR,1984,0.15,-1.293,-0.139,-0.418,0.312,0.311,0.785
MAR,1985,0.15,-1.293,-0.139,-0.417,0.312,0.311,0.785
MAR,1986,0.15,-1.293,-0.139,-0.414,0.312,0.311,0.785
MAR,1987,0.151,-1.293,-0.139,-0.401,0.312,0.311,0.785
MAR,1988,0.151,-1.293,-0.139,-0.404,0.312,0.311,0.785
MAR,1989,0.151,-1.293,-0.139,-0.406,0.312,0.311,0.785
MAR,1990,0.169,-1.293,-0.139,-0.27,0.312,0.32,0.785
MAR,1991,0.177,-1.032,-0.139,-0.212,0.344,0.331,0.785
MAR,1992,0.178,-1.032,-0.139,-0.116,0.344,0.337,0.785
MAR,1993,0.184,-1.032,0.296,-0.08,0.393,0.355,0.785
MAR,1994,0.187,-1.032,0.119,-0.077,0.376,0.361,0.785
MAR,1995,0.187,-1.032,0.119,-0.081,0.376,0.361,0.785
MAR,1996,0.196,-1.032,0.119,-0.034,0.376,0.361,0.785
MAR,1997,0.193,-1.032,0.119,0.089,0.376,0.365,0.785
MAR,1998,0.198,-1.032,0.119,0.094,0.376,0.383,0.785
MAR,1999,0.198,-1.032,0.119,0.1,0.376,0.383,0.785
MAR,2000,0.213,-0.187,1.6,0.24,0.678,0.368,0.785
MAR,2001,0.22,-0.187,1.6,0.261,0.678,0.368,0.785
MAR,2002,0.221,-0.187,1.6,0.326,0.678,0.368,0.785
MAR,2003,0.221,-0.187,1.6,0.313,0.678,0.375,0.785
MAR,2004,0.221,-0.187,1.6,0.302,0.678,0.375,0.785
MAR,2005,0.227,-0.187,1.6,0.377,0.678,0.411,0.785
MAR,2006,0.226,-0.187,1.6,0.376,0.678,0.411,0.785
MAR,2007,0.227,-0.187,1.6,0.349,0.678,0.411,0.785
MAR,2008,0.224,-0.187,1.6,0.369,0.678,0.411,0.785
MAR,2009,0.223,-0.187,1.6,0.36,0.678,0.411,0.785
MAR,2010,0.231,-0.102,1.6,0.395,0.687,0.418,0.785
MAR,2011,0.234,-0.102,1.6,0.449,0.687,0.443,0.785
MAR,2012,0.235,-0.102,1.6,0.449,0.687,0.446,0.785
MAR,2013,0.23,0.193,1.488,0.456,0.712,0.432,0.77
MAR,2014,0.23,0.193,1.488,0.449,0.712,0.435,0.77
MAR,2015,0.23,0.193,1.488,0.423,0.712,0.43,0.77
MAR,2016,0.231,0.193,1.488,0.431,0.712,0.429,0.803
MAR,2017,0.241,0.548,1.488,0.406,0.752,0.467,0.803
MAR,2018,0.243,0.548,1.736,0.419,0.78,0.473,0.803
MAR,2019,0.244,1.027,1.736,0.38,0.823,0.484,0.803
MAR,2020,0.238,1.027,1.736,0.338,0.823,0.482,0.803
MAR,2021,0.24,1.027,1.736,0.35,0.823,0.482,0.803
MAR,2022,0.252,1.027,1.736,0.377,0.823,0.517,0.803
MAR,2023,0.252,1.027,1.736,0.374,0.823,0.529,0.803
MAR,2024,0.252,1.027,1.736,0.402,0.823,0.535,0.803
MAR,2025,0.251,1.027,1.736,0.402,0.823,0.526,0.803
NLD,1789,0.072,-1.709,0.229,,0.3,0.431,0.789
NLD,1790,0.072,-1.709,0.229,,0.3,0.431,0.789
NLD,1791,0.072,-1.709,0.229,,0.3,0.431,0.789
NLD,1792,0.072,-1.709,0.229,,0.3,0.431,0.789
NLD,1793,0.072,-1.709,0.229,,0.3,0.431,0.789
NLD,1794,0.072,-1.709,0.229,,0.3,0.431,0.789
NLD,1795,0.07,-1.709,0.229,,0.3,0.269,0.789
NLD,1796,,-1.709,0.229,,0.3,0.275,0.789
NLD,1797,,-1.709,-0.571,,0.216,0.275,0.789
NLD,1798,0.084,-1.709,-0.571,,0.216,0.283,0.789
NLD,1799,0.078,-0.427,-0.571,,0.363,0.283,0.789
NLD,1800,0.078,-0.427,-0.571,,0.363,0.283,0.789
NLD,1801,0.081,-0.427,-0.571,,0.363,0.304,0.789
NLD,1802,0.084,-0.427,-0.571,,0.363,0.304,0.789
NLD,1803,0.084,-0.427,-0.571,,0.363,0.304,0.789
NLD,1804,0.084,-0.427,-0.571,,0.363,0.304,0.789
NLD,1805,0.078,-0.427,-0.571,,0.363,0.304,0.789
NLD,1806,0.076,-0.427,-0.571,,0.363,0.304,0.789
NLD,1807,0.076,-0.427,-0.571,,0.363,0.304,0.789
NLD,1808,0.076,-0.427,-0.571,,0.363,0.304,0.789
NLD,1809,0.076,-0.427,-0.571,,0.363,0.304,0.789
NLD,1810,0.076,-0.427,-0.571,,0.363,0.304,0.789
NLD,1813,0.069,-0.416,0.241,,0.474,0.33,0.717
NLD,1814,0.069,-0.416,0.241,,0.474,0.33,0.717
NLD,1815,0.154,0.443,1.682,,0.766,0.7,0.717
NLD,1816,0.158,0.443,1.682,,0.766,0.7,0.717
NLD,1817,0.158,0.443,1.682,,0.766,0.7,0.717
NLD,1818,0.158,0.443,1.682,,0.766,0.7,0.717
NLD,1819,0.158,0.443,1.682,,0.766,0.7,0.717
NLD,1820,0.158,0.443,1.682,,0.766,0.7,0.717
NLD,1821,0.158,0.443,1.682,,0.766,0.7,0.717
NLD,1822,0.158,0.443,1.682,,0.766,0.7,0.717
NLD,1823,0.158,0.443,1.682,,0.766,0.7,0.717
NLD,1824,0.158,0.443,1.682,,0.766,0.7,0.717
NLD,1825,0.158,0.443,1.682,,0.766,0.7,0.717
NLD,1826,0.158,0.443,1.682,,0.766,0.7,0.717
NLD,1827,0.158,0.443,1.682,,0.766,0.7,0.717
NLD,1828,0.158,0.443,1.682,,0.766,0.7,0.717
NLD,1829,0.158,0.443,1.682,,0.766,0.7,0.717
NLD,1830,0.157,0.443,1.682,,0.766,0.673,0.717
NLD,1831,0.159,0.443,1.682,,0.766,0.673,0.717
NLD,1832,0.159,0.443,1.682,,0.766,0.673,0.717
NLD,1833,0.159,0.443,1.682,,0.766,0.673,0.717
NLD,1834,0.159,0.443,1.682,,0.766,0.673,0.717
NLD,1835,0.159,0.443,1.682,,0.766,0.673,0.717
NLD,1836,0.159,0.443,1.682,,0.766,0.673,0.717
NLD,1837,0.159,0.443,1.682,,0.766,0.673,0.717
NLD,1838,0.163,0.443,1.682,,0.766,0.652,0.717
NLD,1839,0.163,0.443,1.682,,0.766,0.652,0.717
NLD,1840,0.169,0.443,1.682,,0.766,0.716,0.717
NLD,1841,0.169,0.443,1.682,,0.766,0.716,0.717
NLD,1842,0.169,0.443,1.682,,0.766,0.716,0.717
NLD,1843,0.169,0.443,1.682,,0.766,0.716,0.717
NLD,1844,0.169,0.443,1.682,,0.766,0.716,0.717
NLD,1845,0.169,0.443,1.682,,0.766,0.716,0.717
NLD,1846,0.169,0.443,1.682,,0.766,0.716,0.717
NLD,1847,0.169,0.443,1.682,,0.766,0.716,0.717
NLD,1848,0.263,0.443,1.682,,0.766,0.933,0.717
NLD,1849,0.368,2.106,1.682,,0.898,0.969,0.717
NLD,1850,0.368,2.106,1.682,,0.898,0.969,0.717
NLD,1851,0.368,2.106,1.682,,0.898,0.969,0.717
NLD,1852,0.368,2.106,1.682,,0.898,0.969,0.717
NLD,1853,0.368,2.106,1.682,,0.898,0.969,0.717
NLD,1854,0.368,2.106,1.682,,0.898,0.969,0.717
NLD,1855,0.367,2.106,1.682,,0.898,0.969,0.717
NLD,1856,0.367,2.106,1.682,,0.898,0.969,0.717
NLD,1857,0.367,2.106,1.682,,0.898,0.969,0.717
NLD,1858,0.368,2.106,1.682,,0.898,0.969,0.717
NLD,1859,0.369,2.106,1.682,,0.898,0.969,0.717
NLD,1860,0.37,2.106,1.682,,0.898,0.969,0.717
NLD,1861,0.369,2.106,1.682,,0.898,0.969,0.717
NLD,1862,0.37,2.106,1.682,,0.898,0.969,0.717
NLD,1863,0.37,2.106,1.682,,0.898,0.969,0.717
NLD,1864,0.369,2.106,1.682,,0.898,0.969,0.717
NLD,1865,0.369,2.106,1.682,,0.898,0.969,0.717
NLD,1866,0.369,2.106,1.682,,0.898,0.969,0.717
NLD,1867,0.37,2.106,1.682,,0.898,0.969,0.717
NLD,1868,0.37,2.106,1.682,,0.898,0.969,0.717
NLD,1869,0.369,2.106,1.682,,0.898,0.969,0.717
NLD,1870,0.369,2.106,1.682,,0.898,0.969,0.717
NLD,1871,0.369,2.106,1.682,,0.898,0.969,0.717
NLD,1872,0.369,2.106,1.682,,0.898,0.969,0.717
NLD,1873,0.369,2.106,1.682,,0.898,0.969,0.717
NLD,1874,0.371,2.106,1.682,,0.898,0.969,0.717
NLD,1875,0.372,2.106,1.682,,0.898,0.969,0.717
NLD,1876,0.372,2.106,1.682,,0.898,0.969,0.717
NLD,1877,0.371,2.106,1.682,,0.898,0.969,0.717
NLD,1878,0.37,2.106,1.682,,0.898,0.969,0.717
NLD,1879,0.371,2.106,1.682,,0.898,0.969,0.717
NLD,1880,0.371,2.106,1.682,,0.898,0.969,0.717
NLD,1881,0.371,2.106,1.682,,0.898,0.969,0.717
NLD,1882,0.371,2.106,1.682,,0.898,0.969,0.717
NLD,1883,0.371,2.106,1.682,,0.898,0.969,0.717
NLD,1884,0.371,2.106,1.682,,0.898,0.969,0.717
NLD,1885,0.371,2.106,1.682,,0.898,0.969,0.717
NLD,1886,0.374,2.106,1.682,,0.898,0.969,0.717
NLD,1887,0.374,2.106,1.682,,0.898,0.969,0.717
NLD,1888,0.392,2.106,1.682,,0.898,0.969,0.717
NLD,1889,0.392,2.106,1.682,,0.898,0.969,0.717
NLD,1890,0.392,2.106,1.682,,0.898,0.969,0.717
NLD,1891,0.392,2.106,1.682,,0.898,0.969,0.717
NLD,1892,0.393,2.106,1.682,,0.898,0.969,0.717
NLD,1893,0.393,2.106,1.682,,0.898,0.969,0.717
NLD,1894,0.393,2.106,1.682,,0.898,0.969,0.717
NLD,1895,0.393,2.106,1.682,,0.898,0.969,0.717
NLD,1896,0.417,2.106,1.682,,0.898,0.969,0.717
NLD,1897,0.417,2.106,1.682,,0.898,0.969,0.717
NLD,1898,0.418,2.106,1.682,,0.898,0.969,0.717
NLD,1899,0.418,2.106,1.682,,0.898,0.969,0.717
NLD,1900,0.43,2.106,1.682,1.102,0.898,0.969,0.717
NLD,1901,0.424,2.106,1.682,1.044,0.898,0.969,0.717
NLD,1902,0.419,2.106,1.682,1.046,0.898,0.969,0.717
NLD,1903,0.419,2.106,1.682,1.043,0.898,0.969,0.717
NLD,1904,0.419,2.106,1.682,1.041,0.898,0.969,0.717
NLD,1905,0.419,2.106,1.682,1.041,0.898,0.969,0.717
NLD,1906,0.419,2.106,1.682,1.041,0.898,0.969,0.717
NLD,1907,0.419,2.106,1.682,1.043,0.898,0.969,0.717
NLD,1908,0.419,2.106,1.682,1.04,0.898,0.969,0.717
NLD,1909,0.419,2.106,1.682,1.043,0.898,0.969,0.717
NLD,1910,0.43,2.106,1.682,1.046,0.898,0.969,0.717
NLD,1911,0.43,2.106,1.682,1.044,0.898,0.969,0.717
NLD,1912,0.43,2.106,1.682,1.052,0.898,0.969,0.717
NLD,1913,0.428,2.106,1.682,1.048,0.898,0.969,0.717
NLD,1914,0.427,2.106,1.682,1.041,0.898,0.969,0.717
NLD,1915,0.427,2.106,1.682,1.044,0.898,0.969,0.717
NLD,1916,0.427,2.106,1.682,1.044,0.898,0.969,0.717
NLD,1917,0.435,2.106,1.682,1.106,0.898,0.969,0.717
NLD,1918,0.479,2.106,1.682,1.143,0.898,0.969,0.717
NLD,1919,0.487,2.106,1.682,1.164,0.898,0.969,0.717
NLD,1920,0.638,2.106,1.682,1.182,0.898,0.969,0.717
NLD,1921,0.638,2.106,1.682,1.184,0.898,0.969,0.717
NLD,1922,0.645,2.106,1.682,1.216,0.898,0.969,0.717
NLD,1923,0.652,2.106,1.682,1.229,0.898,0.969,0.717
NLD,1924,0.652,2.106,1.682,1.22,0.898,0.969,0.717
NLD,1925,0.651,2.106,1.682,1.218,0.898,0.969,0.717
NLD,1926,0.65,2.106,1.682,1.216,0.898,0.969,0.717
NLD,1927,0.65,2.106,1.682,1.216,0.898,0.969,0.717
NLD,1928,0.65,2.106,1.682,1.218,0.898,0.969,0.717
NLD,1929,0.651,2.106,1.682,1.22,0.898,0.969,0.717
NLD,1930,0.651,2.106,1.682,1.217,0.898,0.969,0.717
NLD,1931,0.651,2.106,1.682,1.216,0.898,0.969,0.717
NLD,1932,0.651,2.106,1.682,1.217,0.898,0.969,0.717
NLD,1933,0.651,2.106,1.682,1.217,0.898,0.969,0.717
NLD,1934,0.651,2.106,1.682,1.215,0.898,0.969,0.717
NLD,1935,0.651,2.106,1.682,1.22,0.898,0.969,0.717
NLD,1936,0.647,2.106,1.682,1.199,0.898,0.969,0.717
NLD,1937,0.647,2.106,1.682,1.208,0.898,0.969,0.717
NLD,1938,0.648,2.106,1.682,1.202,0.898,0.969,0.717
NLD,1939,0.648,2.106,1.682,1.205,0.898,0.969,0.717
NLD,1940,0.157,-0.754,-0.693,0.372,0.31,0.914,0.615
NLD,1941,0.125,-1.123,-0.969,-0.294,0.231,0.906,0.573
NLD,1942,0.125,-1.123,-0.969,-0.311,0.231,0.906,0.573
NLD,1943,0.125,-1.123,-0.969,-0.305,0.231,0.906,0.573
NLD,1944,0.124,-1.123,-0.969,-0.311,0.231,0.906,0.573
NLD,1945,0.147,-0.689,-0.482,-0.056,0.345,0.939,0.613
NLD,1946,0.477,1.141,0.581,1.215,0.718,0.982,0.803
NLD,1947,0.692,1.141,0.581,1.304,0.718,0.982,0.803
NLD,1948,0.7,1.141,0.581,1.324,0.718,0.983,0.803
NLD,1949,0.716,1.809,2.517,1.337,0.927,0.983,0.803
NLD,1950,0.716,1.809,2.517,1.334,0.927,0.983,0.803
NLD,1951,0.716,1.809,2.517,1.332,0.927,0.983,0.803
NLD,1952,0.71,1.809,2.517,1.295,0.927,0.983,0.803
NLD,1953,0.704,2.435,2.517,1.296,0.953,0.983,0.803
NLD,1954,0.704,2.435,2.517,1.304,0.953,0.983,0.803
NLD,1955,0.697,2.435,2.517,1.294,0.953,0.983,0.803
NLD,1956,0.719,2.435,2.517,1.37,0.953,0.983,0.803
NLD,1957,0.726,2.435,2.517,1.378,0.953,0.983,0.87
NLD,1958,0.726,2.435,2.517,1.372,0.953,0.983,0.87
NLD,1959,0.728,2.435,2.517,1.372,0.953,0.981,0.87
NLD,1960,0.739,3.383,2.517,1.396,0.977,0.985,0.87
NLD,1961,0.739,3.383,2.517,1.395,0.977,0.985,0.87
